minecraft:acacia_boat,minecraft_acacia_boat.png,acacia boat,69,9
minecraft:acacia_button,minecraft_acacia_button.png,acacia button,77,25
minecraft:acacia_chest_boat,minecraft_acacia_chest_boat.png,acacia chest boat,16,31
minecraft:acacia_door,minecraft_acacia_door.png,acacia door,59,9
minecraft:acacia_fence,minecraft_acacia_fence.png,acacia fence,45,89
minecraft:acacia_fence_gate,minecraft_acacia_fence_gate.png,acacia fence gate,12,40
minecraft:acacia_hanging_sign,minecraft_acacia_hanging_sign.png,acacia hanging sign,16,17
minecraft:acacia_leaves,minecraft_acacia_leaves.png,acacia leaves,3,77
minecraft:acacia_log,minecraft_acacia_log.png,acacia log,66,6
minecraft:acacia_planks,minecraft_acacia_planks.png,acacia planks,52,51
minecraft:acacia_pressure_plate,minecraft_acacia_pressure_plate.png,acacia pressure plate,5,96
minecraft:acacia_sapling,minecraft_acacia_sapling.png,acacia sapling,41,60
minecraft:acacia_sign,minecraft_acacia_sign.png,acacia sign,84,36
minecraft:acacia_slab,minecraft_acacia_slab.png,acacia slab,66,60
minecraft:acacia_stairs,minecraft_acacia_stairs.png,acacia stairs,21,48
minecraft:acacia_trapdoor,minecraft_acacia_trapdoor.png,acacia trapdoor,76,76
minecraft:acacia_wood,minecraft_acacia_wood.png,acacia wood,34,1
minecraft:activator_rail,minecraft_activator_rail.png,activator rail,87,57
minecraft:air,minecraft_air.png,air,65,91
minecraft:allay_spawn_egg,minecraft_allay_spawn_egg.png,allay spawn egg,85,93
minecraft:allium,minecraft_allium.png,allium,43,39
minecraft:amethyst_block,minecraft_amethyst_block.png,amethyst block,73,61
minecraft:amethyst_cluster,minecraft_amethyst_cluster.png,amethyst cluster,95,52
minecraft:amethyst_shard,minecraft_amethyst_shard.png,amethyst shard,27,72
minecraft:ancient_debris,minecraft_ancient_debris.png,ancient debris,26,38
minecraft:andesite,minecraft_andesite.png,andesite,7,80
minecraft:andesite_slab,minecraft_andesite_slab.png,andesite slab,41,70
minecraft:andesite_stairs,minecraft_andesite_stairs.png,andesite stairs,54,87
minecraft:andesite_wall,minecraft_andesite_wall.png,andesite wall,68,40
minecraft:angler_pottery_sherd,minecraft_angler_pottery_sherd.png,angler pottery sherd,43,10
minecraft:anvil,minecraft_anvil.png,anvil,83,32
minecraft:apple,minecraft_apple.png,apple,89,87
minecraft:archer_pottery_sherd,minecraft_archer_pottery_sherd.png,archer pottery sherd,24,87
minecraft:armadillo_scute,minecraft_armadillo_scute.png,armadillo scute,50,9
minecraft:armadillo_spawn_egg,minecraft_armadillo_spawn_egg.png,armadillo spawn egg,95,10
minecraft:armor_stand,minecraft_armor_stand.png,armor stand,86,58
minecraft:arms_up_pottery_sherd,minecraft_arms_up_pottery_sherd.png,arms up pottery sherd,13,32
minecraft:arrow,minecraft_arrow.png,arrow,46,35
minecraft:axolotl_bucket,minecraft_axolotl_bucket.png,axolotl bucket,36,43
minecraft:axolotl_spawn_egg,minecraft_axolotl_spawn_egg.png,axolotl spawn egg,76,58
minecraft:azalea,minecraft_azalea.png,azalea,46,78
minecraft:azalea_leaves,minecraft_azalea_leaves.png,azalea leaves,95,12
minecraft:azure_bluet,minecraft_azure_bluet.png,azure bluet,96,48
minecraft:baked_potato,minecraft_baked_potato.png,baked potato,35,49
