minecraft:acacia_boat,minecraft_acacia_boat.png,acacia boat,0,0
minecraft:acacia_button,minecraft_acacia_button.png,acacia button,0,0
minecraft:acacia_chest_boat,minecraft_acacia_chest_boat.png,acacia chest boat,0,0
minecraft:acacia_door,minecraft_acacia_door.png,acacia door,0,0
minecraft:acacia_fence,minecraft_acacia_fence.png,acacia fence,0,0
minecraft:acacia_fence_gate,minecraft_acacia_fence_gate.png,acacia fence gate,0,0
minecraft:acacia_hanging_sign,minecraft_acacia_hanging_sign.png,acacia hanging sign,0,0
minecraft:acacia_leaves,minecraft_acacia_leaves.png,acacia leaves,0,0
minecraft:acacia_log,minecraft_acacia_log.png,acacia log,0,0
minecraft:acacia_planks,minecraft_acacia_planks.png,acacia planks,0,0
minecraft:acacia_pressure_plate,minecraft_acacia_pressure_plate.png,acacia pressure plate,0,0
minecraft:acacia_sapling,minecraft_acacia_sapling.png,acacia sapling,0,0
minecraft:acacia_sign,minecraft_acacia_sign.png,acacia sign,0,0
minecraft:acacia_slab,minecraft_acacia_slab.png,acacia slab,0,0
minecraft:acacia_stairs,minecraft_acacia_stairs.png,acacia stairs,0,0
minecraft:acacia_trapdoor,minecraft_acacia_trapdoor.png,acacia trapdoor,0,0
minecraft:acacia_wood,minecraft_acacia_wood.png,acacia wood,0,0
minecraft:activator_rail,minecraft_activator_rail.png,activator rail,0,0
minecraft:air,minecraft_air.png,air,0,0
minecraft:allay_spawn_egg,minecraft_allay_spawn_egg.png,allay spawn egg,0,0
minecraft:allium,minecraft_allium.png,allium,0,0
minecraft:amethyst_block,minecraft_amethyst_block.png,amethyst block,0,0
minecraft:amethyst_cluster,minecraft_amethyst_cluster.png,amethyst cluster,0,0
minecraft:amethyst_shard,minecraft_amethyst_shard.png,amethyst shard,0,0
minecraft:ancient_debris,minecraft_ancient_debris.png,ancient debris,0,0
minecraft:andesite,minecraft_andesite.png,andesite,0,0
minecraft:andesite_slab,minecraft_andesite_slab.png,andesite slab,0,0
minecraft:andesite_stairs,minecraft_andesite_stairs.png,andesite stairs,0,0
minecraft:andesite_wall,minecraft_andesite_wall.png,andesite wall,0,0
minecraft:angler_pottery_sherd,minecraft_angler_pottery_sherd.png,angler pottery sherd,0,0
minecraft:anvil,minecraft_anvil.png,anvil,0,0
minecraft:apple,minecraft_apple.png,apple,0,0
minecraft:archer_pottery_sherd,minecraft_archer_pottery_sherd.png,archer pottery sherd,0,0
minecraft:armadillo_scute,minecraft_armadillo_scute.png,armadillo scute,0,0
minecraft:armadillo_spawn_egg,minecraft_armadillo_spawn_egg.png,armadillo spawn egg,0,0
minecraft:armor_stand,minecraft_armor_stand.png,armor stand,0,0
minecraft:arms_up_pottery_sherd,minecraft_arms_up_pottery_sherd.png,arms up pottery sherd,0,0
minecraft:arrow,minecraft_arrow.png,arrow,0,0
minecraft:axolotl_bucket,minecraft_axolotl_bucket.png,axolotl bucket,0,0
minecraft:axolotl_spawn_egg,minecraft_axolotl_spawn_egg.png,axolotl spawn egg,0,0
minecraft:azalea,minecraft_azalea.png,azalea,0,0
minecraft:azalea_leaves,minecraft_azalea_leaves.png,azalea leaves,0,0
minecraft:azure_bluet,minecraft_azure_bluet.png,azure bluet,0,0
minecraft:baked_potato,minecraft_baked_potato.png,baked potato,0,0
minecraft:bamboo,minecraft_bamboo.png,bamboo,0,0
minecraft:bamboo_block,minecraft_bamboo_block.png,bamboo block,0,0
minecraft:bamboo_button,minecraft_bamboo_button.png,bamboo button,0,0
minecraft:bamboo_chest_raft,minecraft_bamboo_chest_raft.png,bamboo chest raft,0,0
minecraft:bamboo_door,minecraft_bamboo_door.png,bamboo door,0,0
minecraft:bamboo_fence,minecraft_bamboo_fence.png,bamboo fence,0,0
minecraft:bamboo_fence_gate,minecraft_bamboo_fence_gate.png,bamboo fence gate,0,0
minecraft:bamboo_hanging_sign,minecraft_bamboo_hanging_sign.png,bamboo hanging sign,0,0
minecraft:bamboo_mosaic,minecraft_bamboo_mosaic.png,bamboo mosaic,0,0
minecraft:bamboo_mosaic_slab,minecraft_bamboo_mosaic_slab.png,bamboo mosaic slab,0,0
minecraft:bamboo_mosaic_stairs,minecraft_bamboo_mosaic_stairs.png,bamboo mosaic stairs,0,0
minecraft:bamboo_planks,minecraft_bamboo_planks.png,bamboo planks,0,0
minecraft:bamboo_pressure_plate,minecraft_bamboo_pressure_plate.png,bamboo pressure plate,0,0
minecraft:bamboo_raft,minecraft_bamboo_raft.png,bamboo raft,0,0
minecraft:bamboo_sign,minecraft_bamboo_sign.png,bamboo sign,0,0
minecraft:bamboo_slab,minecraft_bamboo_slab.png,bamboo slab,0,0
minecraft:bamboo_stairs,minecraft_bamboo_stairs.png,bamboo stairs,0,0
minecraft:bamboo_trapdoor,minecraft_bamboo_trapdoor.png,bamboo trapdoor,0,0
minecraft:barrel,minecraft_barrel.png,barrel,0,0
minecraft:barrier,minecraft_barrier.png,barrier,0,0
minecraft:basalt,minecraft_basalt.png,basalt,0,0
minecraft:bat_spawn_egg,minecraft_bat_spawn_egg.png,bat spawn egg,0,0
minecraft:beacon,minecraft_beacon.png,beacon,0,0
minecraft:bedrock,minecraft_bedrock.png,bedrock,0,0
minecraft:beef,minecraft_beef.png,beef,0,0
minecraft:beehive,minecraft_beehive.png,beehive,0,0
minecraft:beetroot,minecraft_beetroot.png,beetroot,0,0
minecraft:beetroot_seeds,minecraft_beetroot_seeds.png,beetroot seeds,0,0
minecraft:beetroot_soup,minecraft_beetroot_soup.png,beetroot soup,0,0
minecraft:bee_nest,minecraft_bee_nest.png,bee nest,0,0
minecraft:bee_spawn_egg,minecraft_bee_spawn_egg.png,bee spawn egg,0,0
minecraft:bell,minecraft_bell.png,bell,0,0
minecraft:big_dripleaf,minecraft_big_dripleaf.png,big dripleaf,0,0
minecraft:birch_boat,minecraft_birch_boat.png,birch boat,0,0
minecraft:birch_button,minecraft_birch_button.png,birch button,0,0
minecraft:birch_chest_boat,minecraft_birch_chest_boat.png,birch chest boat,0,0
minecraft:birch_door,minecraft_birch_door.png,birch door,0,0
minecraft:birch_fence,minecraft_birch_fence.png,birch fence,0,0
minecraft:birch_fence_gate,minecraft_birch_fence_gate.png,birch fence gate,0,0
minecraft:birch_hanging_sign,minecraft_birch_hanging_sign.png,birch hanging sign,0,0
minecraft:birch_leaves,minecraft_birch_leaves.png,birch leaves,0,0
minecraft:birch_log,minecraft_birch_log.png,birch log,0,0
minecraft:birch_planks,minecraft_birch_planks.png,birch planks,0,0
minecraft:birch_pressure_plate,minecraft_birch_pressure_plate.png,birch pressure plate,0,0
minecraft:birch_sapling,minecraft_birch_sapling.png,birch sapling,0,0
minecraft:birch_sign,minecraft_birch_sign.png,birch sign,0,0
minecraft:birch_slab,minecraft_birch_slab.png,birch slab,0,0
minecraft:birch_stairs,minecraft_birch_stairs.png,birch stairs,0,0
minecraft:birch_trapdoor,minecraft_birch_trapdoor.png,birch trapdoor,0,0
minecraft:birch_wood,minecraft_birch_wood.png,birch wood,0,0
minecraft:blackstone,minecraft_blackstone.png,blackstone,0,0
minecraft:blackstone_slab,minecraft_blackstone_slab.png,blackstone slab,0,0
minecraft:blackstone_stairs,minecraft_blackstone_stairs.png,blackstone stairs,0,0
minecraft:blackstone_wall,minecraft_blackstone_wall.png,blackstone wall,0,0
minecraft:black_banner,minecraft_black_banner.png,black banner,0,0
minecraft:black_bed,minecraft_black_bed.png,black bed,0,0
minecraft:black_bundle,minecraft_black_bundle.png,black bundle,0,0
minecraft:black_candle,minecraft_black_candle.png,black candle,0,0
minecraft:black_carpet,minecraft_black_carpet.png,black carpet,0,0
